Price,Close,High,Low,Open,Volume,SMA_10,SMA_30,RSI,Volatility,MACD
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,
Date,,,,,,,,,,
2020-02-13,78.92581939697266,79.25379778682812,78.55654436332367,78.76061799356015,94747600,0.15772928595293378,0.1224716284753481,0.6059472441021476,0.128581550475401,0.5457085854057151
2020-02-14,78.94525146484375,79.19548537647773,78.43506373229454,78.89422750170591,80113600,0.1611103276328114,0.12434889971723406,0.6984641628320418,0.09671500750340309,0.5463998243879284
2020-02-18,77.4997329711914,77.68194237472869,76.43319703704242,76.6154064405797,152531200,0.163424748279977,0.12600093316096173,0.5678387064653324,0.022140493582895632,0.5377594001588603
2020-02-19,78.62213134765625,78.85293286069638,77.74266859542944,77.74266859542944,93984000,0.16457976912437688,0.12782025989235613,0.5490069666397136,0.012319023159216888,0.536660832586425
2020-02-20,77.8155517578125,78.87236767412692,77.3077958277377,78.3816197327152,100566000,0.16449845311490308,0.12949767171804039,0.5226603710575102,0.013351850341588214,0.530400285752724
2020-02-21,76.05419158935547,77.85199672111999,75.43468266835458,77.40740168585418,129554000,0.1621172911023,0.13028220983169247,0.5929481129173091,0.051934400826797816,0.5146808998752302
2020-02-24,72.44158935546875,73.8992644068107,70.26722851902157,72.21808333283613,222195200,0.15754940070672185,0.12948735592750393,0.4674081258781772,0.19273376882091647,0.48109316881625663
2020-02-25,69.98783111572266,73.49840130839426,69.51409119791701,73.11455016100783,230673600,0.15055226510353137,0.12789161562928908,0.2985184685357757,0.3357836792772982,0.4405471772849993
2020-02-26,71.09810638427734,72.3687159357965,69.6039907873723,69.6112788668062,198054800,0.14491610582134318,0.1261442595295449,0.3213637868313341,0.39445475695485716,0.41548954603133215
2020-02-27,66.4505386352539,69.48250516613125,66.3144895679182,68.29207211988479,320605600,0.13369392534548252,0.12329474890334602,0.20833868322003285,0.5119926269402095,0.3697692931820199
2020-02-28,66.41167449951172,67.6385554997623,62.2840268493113,62.50025221622377,426510000,0.12292540364328941,0.12053252304805617,0.22084989530817017,0.5704483322696692,0.3348617097821873
2020-03-02,72.59465026855469,73.23359905284,67.47092308130068,68.57875558588971,341397200,0.11746066055740034,0.1193693029545918,0.4244639312972072,0.519894000280962,0.3445723267076716
2020-03-03,70.28909301757812,73.85553621045779,69.43391890589473,73.77536734454684,319475600,0.11125584724706872,0.11724399156879184,0.394127034020252,0.48721095197992076,0.3403568562313509
2020-03-04,73.5494155883789,73.70976072017585,71.21470980381075,72.01885987940881,219178400,0.1068907347930873,0.11627383677073555,0.42986844983289685,0.40926597763181144,0.35725864080811476
2020-03-05,71.1636962890625,72.7744209254937,70.79684571065036,71.79534952023471,187572800,0.10116675999800395,0.11449174610692014,0.40258320482466337,0.31686509697300147,0.35807211425454555
2020-03-06,70.2186279296875,70.65350301025936,68.32365355677196,68.51071916341945,226176800,0.09614521082875827,0.1123079242279913,0.3891816497917501,0.2396588647046351,0.35454908711200306
2020-03-09,64.6648941040039,67.56080421303677,63.8947525693777,64.0769619398227,286744800,0.08945330241049054,0.10849669963121511,0.3407684246036333,0.30360343012131363,0.3211885798418351
2020-03-10,69.32215881347656,69.58940069608109,65.44231380372885,67.33000755448958,285290000,0.08888048607409504,0.10679984641839868,0.4113897951530084,0.3034493548217693,0.3235008093273015
2020-03-11,66.9145736694336,68.3212322165363,66.04725520576122,67.39075287348057,255598800,0.0852805227365464,0.10372129449755352,0.3940072560376387,0.31106494410880076,0.313142789354608
2020-03-12,60.30644607543945,65.59537815986118,60.25056956905768,62.17956017177718,418474000,0.07999348198284151,0.09813333045140249,0.3487336185101602,0.4530614239365502,0.2688408496505855
2020-03-13,67.53166961669922,68.00541706978933,61.45316238600461,64.35394062468555,370732000,0.08095724673261928,0.0947858971823714,0.4907664431054924,0.4463506440355585,0.27793205064651066
2020-03-16,58.843929290771484,62.94242181547155,58.30701720952722,58.78076098294256,322423600,0.06912464143011021,0.0898487526112427,0.4320026420005607,0.5505245533013181,0.23732050129161633
2020-03-17,61.4312858581543,62.585274902506356,57.91828734590941,60.13152411847769,324056000,0.06150242757437574,0.0857643785050346,0.4500469098374429,0.5767228254260577,0.22301437103318494
2020-03-18,59.927452087402344,60.73646220887165,57.60731848961155,58.25112721326127,300233600,0.049780619109738855,0.08046692775663111,0.478234298920919,0.5339214003889521,0.2059741124479037
2020-03-19,59.46827697753906,61.426419675647786,58.941084997822024,60.102365710205,271857200,0.03971661731781917,0.07483691446133789,0.4742783075595011,0.5007987115523096,0.1929882340552458
2020-03-20,55.69289779663086,61.181042654095215,55.391643663219554,60.0513424340969,401693200,0.027217110443021997,0.0677761238442679,0.3594538241908601,0.5095481612011035,0.16427288300375714
2020-03-23,54.50975036621094,55.5131177507659,51.652708966620814,55.411080955108275,336752800,0.01847852809278061,0.06068121705156382,0.3681439020806126,0.5826972021055825,0.13845534034456786
2020-03-24,59.97846984863281,60.17525538486383,56.92221075272987,57.422678587356735,287531200,0.01043820906012527,0.055143097908410654,0.39980233922282904,0.4710292829629485,0.15342211912699305
2020-03-25,59.6480712890625,62.740771189079894,59.35167702986198,60.91867715648319,303602000,0.00418532568509411,0.049648000433128114,0.4172815673247671,0.38193410438868686,0.16685177608225077
2020-03-26,62.786922454833984,62.8452270829615,59.852136310832755,59.891008534290606,252087200,0.00631979543449801,0.04454821155105693,0.46730044445774915,0.39930235723662666,0.19885741630785697
2020-03-27,60.187408447265625,62.162555760268454,60.01977521141477,61.404565866396354,204216800,0.0,0.03882763870465733,0.49673986131920106,0.24853648019037622,0.2120811332608421
2020-03-30,61.905029296875,62.07752247549457,60.59069140429655,60.9162416493631,167976400,0.002634101020757562,0.033625498966537326,0.4574394741874491,0.26583525571245475,0.23524400367987525
2020-03-31,61.7786979675293,63.77085317683828,61.2223536075195,62.09696014187927,197002000,0.002933051917527796,0.02882608848287238,0.48229088211551524,0.2698088722580091,0.2553351692823533
2020-04-01,58.52809143066406,60.42549811462956,58.0956480712456,59.88615797745644,176218400,0.0017288908881682996,0.022691661213018244,0.5237711489078836,0.2720746921371138,0.25483956966531174
2020-04-02,59.504730224609375,59.55817861263245,57.553875182946484,58.38960956978753,165934000,0.0017602591986207727,0.01710162539091742,0.41721600032479006,0.27208204608372055,0.2625089393056429
2020-04-03,58.64955520629883,59.691791212482975,58.05676677284577,58.987249770331935,129880000,0.004304486530399609,0.011788235127378144,0.5444727868270887,0.229613490691514,0.2659628814922257
2020-04-06,63.7659912109375,63.92147268414862,60.58583124007948,60.95510622630932,201820400,0.012269555756774575,0.00913969724948216,0.5933826754324061,0.15859700534567017,0.3003859614012767
2020-04-07,63.027442932128906,66.00839339127049,62.92297799130032,65.78973618510182,202887200,0.014893221463705308,0.007014788806053662,0.60961262502188,0.1750207480592228,0.32503924491202774
2020-04-08,64.64059448242188,64.95642107483819,63.464737632864384,63.83158077024564,168895200,0.01918932757378411,0.005043401406118697,0.6466306453826194,0.2080628622954842,0.35526938103623346
2020-04-09,65.10706329345703,65.61239487021291,64.3077766952038,65.2795602045284,161834800,0.02118582730888996,0.004633257313286121,0.7484903977417967,0.2430588981900153,0.3829358291763473
2020-04-13,66.38493347167969,66.49426203682228,64.5822725466692,65.18478074186199,131022800,0.026518847125436062,0.004625093654259116,0.7998966236503275,0.28753316268148976,0.4129404849607784
2020-04-14,69.73760986328125,70.0291478764634,67.55109700677416,68.02484442466522,194994800,0.033258845303868134,0.0037528794730599113,0.7722086223267186,0.3995001272127842,0.4563563847856986
2020-04-15,69.10108947753906,69.56268513070003,68.17789817121714,68.60790967618321,131154400,0.039559821721641075,0.0033901987307699555,0.762628770582148,0.4547311680597453,0.48686410755590775
2020-04-16,69.65015411376953,70.01700476078703,68.59576989662524,69.81778736213384,157125200,0.04913044555231716,0.0021998091415710297,0.721270831514676,0.44193782945208043,0.5137229553067155
2020-04-17,68.70508575439453,69.71331699752928,67.26198676311418,69.16425698531064,215250000,0.057047425018528,0.0014492299861537106,0.7793107752203555,0.3946897025238726,0.5288320494447853
2020-04-20,67.27899932861328,68.43299223390707,67.25956692084206,67.52680886594457,130015200,0.06447313065566351,0.0005518027924104052,0.6961289740156252,0.2555469765687635,0.5317995192971844
2020-04-21,65.19937896728516,67.35673938059448,64.48511754898358,67.12108160089471,180991600,0.06570657227619481,0.000714973490497095,0.6346048761772801,0.2354769232501726,0.5214654824877254
2020-04-22,67.07736206054688,67.51466169917224,66.1298745674451,66.47242174970017,116862400,0.06919156005473215,2.966867009579488e-05,0.7771103343052262,0.17932976114071641,0.5235670717467096
2020-04-23,66.81739044189453,68.44998669440024,66.77851821991604,67.02146404669297,124814400,0.07106471037566076,0.0,0.7506599915805892,0.15020362844594926,0.5231036414014589
2020-04-24,68.74637603759766,68.7560959459344,67.29598925775215,67.3445813853182,126161200,0.07419636807880114,0.0025765917022857465,0.8141551511463634,0.1251798082166377,0.533212989237485
2020-04-27,68.79499053955078,69.12782522068554,68.01270448166582,68.46214844429589,117087600,0.07627024144782046,0.0029622657803572983,0.719816770150119,0.11570075271839902,0.5406865672082258
2020-04-28,67.67985534667969,69.44121285588518,67.58754214647125,69.25900345838117,112004800,0.07449952723990794,0.005659749510641854,0.7035965893531868,0.10059373439934347,0.5393233384711505
2020-04-29,69.90282440185547,70.37414002699974,68.96991306323223,69.17398672348229,137280800,0.07518942655006045,0.008245990867520758,0.718039827841398,0.11373926426152922,0.5502320218295615
2020-04-30,71.37747955322266,71.55483267240312,70.05342927151027,70.44456848623724,183064000,0.07667580389616868,0.011741522926631998,0.7399054835821554,0.15266227802712554,0.5663315360790172
