Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2020-01-02,72.79601287841797,72.85660552982391,71.54537966581154,71.79986584309097,135480400
2020-01-03,72.08831024169922,72.85177641142324,71.86290728239744,72.02044674653634,146322800
2020-01-06,72.6626968383789,72.70147701872006,70.95398721004992,71.2060546839858,118387200
2020-01-07,72.32096862792969,72.9293138189329,72.10041048902463,72.67240156846412,108872000
2020-01-08,73.48435974121094,73.78732306103302,72.02286498225183,72.02286498225183,132079200
2020-01-09,75.04523468017578,75.23912826515743,74.21390502463187,74.46596520579479,170108400
2020-01-10,75.21488952636719,75.78204342395495,74.7107617687589,75.28033434347061,140644800
2020-01-13,76.82179260253906,76.84845721797936,75.41361983783602,75.53238647587344,121532000
2020-01-14,75.7844467163086,76.96964264584395,75.66084272483062,76.75878138146395,161954400
2020-01-15,75.45968627929688,76.4679491910842,75.02584069303794,75.58329769243402,121923600
2020-01-16,76.40492248535156,76.51641831155123,75.64145640571084,76.00501238616502,108829200
2020-01-17,77.25079345703125,77.253212133664,76.34674834560415,76.65455638252,137816400
2020-01-21,76.7272720336914,77.32107563862897,76.589118999561,76.87754064068325,110843200
2020-01-22,77.00115203857422,77.55617545523555,76.90662394261042,77.21443197966312,101832400
2020-01-23,77.37197875976562,77.45195781305532,76.5042877636116,77.05447382667461,104472000
2020-01-24,77.14899444580078,78.36569234251847,76.95751957755354,77.61919405852058,146537600
2020-01-27,74.88041687011719,75.56389649627694,73.8939665284428,75.14944474699271,161940000
2020-01-28,76.99871826171875,77.1707993206053,75.66567993131815,75.76505276717205,162234000
2020-01-29,78.6104965209961,79.46121987792021,77.89308146084672,78.63716113897716,216229200
2020-01-30,78.49656677246094,78.54988860150131,77.25563045650009,77.68947591112114,126743200
2020-01-31,75.0161361694336,78.20815322919047,74.72044370453256,77.78400462606156,199588400
2020-02-03,74.81011962890625,75.98076651865603,73.24925217819678,73.75337983468464,173788400
2020-02-04,77.27986145019531,77.47133628076568,76.01468671792693,76.42186751998584,136616400
2020-02-05,77.91004943847656,78.71229570893303,77.30412280540882,78.411751069267,118826800
2020-02-06,78.82135009765625,78.82377617084421,77.62161992339047,78.18149548402742,105425600
2020-02-07,77.74995422363281,78.568680490216,77.25677448183865,78.31844658012572,117684000
2020-02-10,78.11922454833984,78.11922454833984,76.24854620453041,76.32871506198767,109348800
2020-02-11,77.64791870117188,78.69015846210117,77.42926892141327,78.6172776735546,94323200
2020-02-12,79.49188995361328,79.49674620182785,78.09980747878139,78.09980747878139,113730400
2020-02-13,78.92581939697266,79.25379778682812,78.55654436332367,78.76061799356015,94747600
2020-02-14,78.94524383544922,79.1954777229002,78.43505615220535,78.89421987724242,80113600
2020-02-18,77.49971771240234,77.68192708006474,76.43318198824178,76.61539135590418,152531200
2020-02-19,78.62213897705078,78.8529405124876,77.74267613948199,77.74267613948199,93984000
2020-02-20,77.81555938720703,78.87237540713653,77.3078034073495,78.38162741760964,100566000
2020-02-21,76.05421447753906,77.85202015034534,75.43470537009962,77.40742498128057,129554000
2020-02-24,72.44158172607422,73.89925662389693,70.2672211186261,72.21807572698077,222195200
2020-02-25,69.9878158569336,73.49838528422858,69.51407604241301,73.11453422052959,230673600
2020-02-26,71.09809875488281,72.36870817005541,69.60398331830831,69.61127139696013,198054800
2020-02-27,66.45055389404297,69.48252112113946,66.31450479546683,68.2920878015383,320605600
2020-02-28,66.41167449951172,67.6385554997623,62.2840268493113,62.50025221622377,426510000
2020-03-02,72.59465026855469,73.23359905284,67.47092308130068,68.57875558588971,341397200
2020-03-03,70.2890853881836,73.85552819395053,69.43391136932343,73.77535933674136,319475600
2020-03-04,73.54943084716797,73.7097760122306,71.21472457823452,72.01887482066405,219178400
2020-03-05,71.16370391845703,72.77442872757254,70.79685330071517,71.7953572173482,187572800
2020-03-06,70.21863555908203,70.65351068690394,68.32366098027373,68.51072660724627,226176800
2020-03-09,64.66488647460938,67.56079624197245,63.894745030847204,64.07695437979449,286744800
2020-03-10,69.32218170166016,69.58942367250026,65.44233541089918,67.3300297849221,285290000
2020-03-11,66.9145736694336,68.3212322165363,66.04725520576122,67.39075287348057,255598800
2020-03-12,60.30644226074219,65.59537401061138,60.250565757894904,62.17955623859568,418474000
2020-03-13,67.53166198730469,68.00540938687315,61.4531554433298,64.35393335429514,370732000
2020-03-16,58.84391403198242,62.942405493904495,58.30700208996455,58.78074574053364,322423600
2020-03-17,61.431278228759766,62.58526712979335,57.918280152808066,60.13151665050571,324056000
2020-03-18,59.92744827270508,60.736458342676634,57.60731482260299,58.25112350527089,300233600
2020-03-19,59.46828079223633,61.42642361595355,58.941088778701626,60.10236956557699,271857200
2020-03-20,55.69291305541992,61.18105941653103,55.39165883947074,60.051358887016455,401693200
2020-03-23,54.50975799560547,55.51312552059559,51.65271619613283,55.4110887106565,336752800
2020-03-24,59.97846984863281,60.17525538486383,56.92221075272987,57.422678587356735,287531200
2020-03-25,59.64806365966797,62.74076316410799,59.3516694383783,60.91866936456952,303602000
2020-03-26,62.786922454833984,62.8452270829615,59.852136310832755,59.891008534290606,252087200
2020-03-27,60.187408447265625,62.162555760268454,60.01977521141477,61.404565866396354,204216800
2020-03-30,61.905029296875,62.07752247549457,60.59069140429655,60.9162416493631,167976400
2020-03-31,61.7786979675293,63.77085317683828,61.2223536075195,62.09696014187927,197002000
2020-04-01,58.52809143066406,60.42549811462956,58.0956480712456,59.88615797745644,176218400
2020-04-02,59.50473403930664,59.558182430756155,57.55387887257938,58.38961331299724,165934000
2020-04-03,58.64956283569336,59.691798977456195,58.05677432512775,58.98725744365528,129880000
2020-04-06,63.7660026550293,63.9214841561447,60.585842113427496,60.95511716593118,201820400
2020-04-07,63.02743911743164,66.00838939615302,62.92297418292573,65.78973220321843,202887200
2020-04-08,64.64060974121094,64.95643640817995,63.464752614085576,63.8315958380623,168895200
2020-04-09,65.10706329345703,65.61239487021291,64.3077766952038,65.2795602045284,161834800
2020-04-13,66.38494873046875,66.49427732074086,64.58228739111088,65.1847957247921,131022800
2020-04-14,69.73760986328125,70.0291478764634,67.55109700677416,68.02484442466522,194994800
2020-04-15,69.10106658935547,69.56266208962325,68.17787558881993,68.60788695135435,131154400
2020-04-16,69.650146484375,70.01699709120813,68.59576238272669,69.81777971437695,157125200
2020-04-17,68.70507049560547,69.71330151482101,67.26197182482458,69.16424162454373,215250000
2020-04-20,67.27899169921875,68.43298447365049,67.25955929365115,67.52680120844859,130015200
2020-04-21,65.19937896728516,67.35673938059448,64.48511754898358,67.12108160089471,180991600
2020-04-22,67.07735443115234,67.51465402003916,66.12986704581802,66.4724141891117,116862400
2020-04-23,66.8174057006836,68.45000232601801,66.77853346982802,67.02147935208541,124814400
2020-04-24,68.74638366699219,68.75610357640764,67.29599672618441,67.34458885914316,126161200
2020-04-27,68.79496765136719,69.12780222176741,68.01268185374983,68.46212566684929,117087600
2020-04-28,67.67987823486328,69.44123633973014,67.58756500343608,69.25902688060597,112004800
2020-04-29,69.90280151367188,70.37411698449395,68.96989048051049,69.173964073941,137280800
2020-04-30,71.37748718261719,71.55484032075456,70.05343675937974,70.4445760159148,183064000
2020-05-01,70.22835540771484,72.64080580783057,69.44606951014269,69.54324636284784,240616800
2020-05-04,71.22201538085938,71.35077640125569,69.56026644411233,70.25266368795357,133568000
2020-05-05,72.29096984863281,73.12670420409486,71.53783619626512,71.68360519577489,147751200
2020-05-06,73.03681182861328,73.67089693622526,72.60922476151869,72.99550777203844,142333600
2020-05-07,73.79237365722656,74.13979187417405,73.36236215111808,73.66604447823067,115215200
2020-05-08,75.54877471923828,75.60236780084655,74.12613079331699,74.45499709254088,133838400
2020-05-11,76.73753356933594,77.23447930915694,74.8447297976167,75.05423265334322,145946400
2020-05-12,75.8605728149414,77.87760965678292,75.73877105532733,77.42450324524006,162301200
2020-05-13,74.94462585449219,76.96653965007208,73.86302556726389,76.04084175904602,200622400
2020-05-14,75.40503692626953,75.46593780729032,73.45377031942287,74.1797114974989,158929200
2020-05-15,74.95921325683594,75.00549850567475,73.13218743694688,73.16629548732794,166348400
2020-05-18,76.72534942626953,77.10050086433853,75.59503315299358,76.28930455282763,135178400
2020-05-19,76.28196716308594,77.59254712306902,76.2502975337258,76.74237369264056,101729600
2020-05-20,77.76554870605469,77.83618836909706,77.10537786228618,77.14435531475209,111504800
2020-05-21,77.18577575683594,78.1699360459229,76.94704163415062,77.62669752734837,102688800
2020-05-22,77.68272399902344,77.76554829725728,76.82036552394693,76.92267483121685,81803200
2020-05-26,77.15653991699219,78.98599716300203,77.10050843518626,78.80573295034046,125522000
2020-05-27,77.49271392822266,77.63887753036026,76.26982690652362,77.01282211981075,112945200
2020-05-28,77.52680969238281,78.79111238390804,76.88856974628645,77.16627385552594,133560800
2020-05-29,77.45130157470703,78.23326677043703,77.09320411296707,77.77042158223573,153532400
2020-06-01,78.40380096435547,78.52560273455512,77.27347696849144,77.40502496188029,80791200
2020-06-02,78.76675415039062,78.79111598702812,77.69246183211925,78.1358219826799,87642800
2020-06-03,79.20037078857422,79.46346673855659,78.51340711651795,79.08831525723531,104491200
2020-06-04,78.5182876586914,79.32217629393165,78.14313615962425,79.02254872485325,87560400
2020-06-05,80.75456237792969,80.81546325453446,78.73996405615183,78.76919528745188,137250400
2020-06-08,81.23201751708984,81.26612557402613,79.73629595752215,80.45005239746396,95654400
2020-06-09,83.79717254638672,84.19180905969564,80.87880713186348,80.91047677896422,147712400
2020-06-10,85.95304870605469,86.42320162575061,84.30872525976866,84.7496469521118,166651600
